"","X","trim","subTrim","condition","isOneOwner","mileage","year","color","displacement","fuel","state","region","soundSystem","wheelType","wheelSize","featureCount","price"
"1984","1984","550",NA,"Used","t",59832,"2007","Blue","5.5 L","Gasoline","HI","Pac","Premium","Alloy",NA,42,29574.3947775563
"1985","1985","550",NA,"CPO","t",30981,"2012","Black","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,105,55752.6953639828
"1986","1986","430",NA,"Used","f",141181,"2002","Green","4.3 L","Gasoline","FL","SoA",NA,NA,NA,36,7972.11160601277
"1987","1987","550",NA,"Used","f",124868,"2007",NA,"5.5 L","Gasoline","KY","ESC","Premium",NA,NA,56,24176.0567566011
"1988","1988","550",NA,"New","f",12,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,"20",10,112591.814810207
"1989","1989","550",NA,"Used","f",52970,"2007","Red","5.5 L","Gasoline","CA","Pac",NA,NA,NA,1,30416.539062673
"1990","1990","550",NA,"New","f",11,"2015","Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,68,112525.079772422
"1991","1991","550",NA,"New","f",5,"2015","Blue","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,112106.013509916
"1992","1992","550",NA,"CPO","t",29221,"2013","Black","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,68,62998.0844732596
"1993","1993","550",NA,"Used","t",85111,"2007","Black","5.5 L","Gasoline","IL","ENC",NA,"Alloy",NA,48,27011.1937486982
"1994","1994","550",NA,"Used","t",15181,"2013","White","4.6 L","Gasoline","CA","Pac",NA,"Alloy",NA,78,63091.9946800478
"1995","1995","550",NA,"New","f",6,"2015","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,"19",15,112256.44061204
"1996","1996","550",NA,"CPO","f",21771,"2013","Black","4.6 L","Gasoline","FL","SoA","Harman Kardon",NA,NA,7,64234.0067181875
"1997","1997","550",NA,"Used","f",85124,"2008","Black","5.5 L","Gasoline","NJ","Mid",NA,"Alloy",NA,44,29425.4693617375
"1998","1998","430",NA,"Used","f",155297,"2005","Black","4.3 L","Gasoline","FL","SoA",NA,NA,NA,7,9831.67244134102
"1999","1999","550",NA,"New","f",8,"2015","Silver","4.6 L","Gasoline","OK","WSC","Premium","Alloy",NA,66,112472.833455241
"2000","2000","55 AMG",NA,"Used","f",67950,"2004","Silver","5.4 L","Gasoline","TX","WSC",NA,"Alloy",NA,54,20755.7885008391
"2001","2001","550",NA,"New","f",20,"2015","Black","4.6 L","Gasoline","UT","Mtn","Premium",NA,NA,88,115508.60449964
"2002","2002","550",NA,"New","f",7,"2015","Black","4.6 L","Gasoline","CT","New",NA,NA,"18",79,112429.837572748
"2003","2003","550",NA,"New","f",80,"2015","White","4.6 L","Gasoline","VA","SoA",NA,"Alloy",NA,79,113999.760897939
"2004","2004","550",NA,"Used","f",29306,"2011","Black","5.5 L","Gasoline","OH","ENC","Premium","Alloy",NA,83,45487.857805465
"2005","2005","430",NA,"Used","f",149000,"2001","Silver","4.3 L","Gasoline","TN","ESC",NA,NA,NA,6,7035.77687058513
"2006","2006","63 AMG",NA,"New","f",9,"2015","Black","5.5 L","Gasoline","FL","SoA",NA,NA,NA,47,164258.873459734
"2007","2007","63 AMG",NA,"CPO","f",66147,"2009","Black","6.3 L","Gasoline","FL","SoA",NA,NA,NA,78,58348.9880103642
"2008","2008","550",NA,"New","f",7,"2015","Red","4.6 L","Gasoline","NY","Mid",NA,NA,"19",3,112408.434404446
"2009","2009","430",NA,"Used","f",119651,"2003","Gray","4.3 L","Gasoline","CT","New",NA,NA,NA,33,10402.9104777206
"2010","2010","550",NA,"CPO","f",26805,"2011","White","5.5 L","Gasoline","OH","ENC","Premium","Alloy",NA,79,52274.7720367322
"2011","2011","63 AMG",NA,"New","f",14,"2015","Black","5.5 L","Gasoline","MA","New",NA,NA,NA,0,164330.979334873
"2012","2012","63 AMG",NA,"Used","f",19614,"2008","Black","6.3 L","Gasoline","NJ","Mid","Harman Kardon",NA,"20",62,53886.8339863959
"2013","2013","500",NA,"Used","f",131343,"2001","Black","5.0 L","Gasoline","GA","SoA","Premium","Alloy",NA,56,8383.55324843423
"2014","2014","550",NA,"New","f",10,"2015","Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,58,112493.631362708
"2015","2015","550",NA,"New","f",4,"2015",NA,"4.6 L","Gasoline","NC","SoA","Premium",NA,NA,76,112241.362670079
"2016","2016","550",NA,"Used","f",42055,"2012","White","4.6 L","Gasoline","NY","Mid",NA,"Alloy",NA,52,49139.610481338
"2017","2017","550",NA,"Used","f",18896,"2013","Black","4.6 L","Gasoline","FL","SoA",NA,NA,"19",2,60154.154157903
"2018","2018","550",NA,"New","f",6,"2015","Silver","4.6 L","Gasoline","MN","WNC","Premium","Alloy",NA,59,112228.207050437
"2019","2019","550",NA,"Used","f",52370,"2011","Brown","5.5 L","Gasoline","VA","SoA",NA,NA,NA,37,41474.7979166788
"2020","2020","430",NA,"Used","f",270722,"2003","Black","4.3 L","Gasoline","FL","SoA","Bose","Alloy",NA,72,3983.0602315193
"2021","2021","500",NA,"Used","f",79101,"2001","Silver","5.0 L","Gasoline","TX","WSC",NA,"Alloy",NA,18,12014.066341681
"2022","2022","550",NA,"Used","f",54150,"2011","Black","5.5 L","Gasoline","NY","Mid",NA,"Alloy",NA,22,41006.29035005
"2023","2023","63 AMG",NA,"New","f",6,"2014","Black","5.5 L","Gasoline","CA","Pac","Premium","Alloy",NA,64,157866.709682383
"2024","2024","550",NA,"Used","f",43224,"2011","Black","5.5 L","Gasoline","TN","ESC","Harman Kardon","Alloy","18",18,42651.2932372845
"2025","2025","550",NA,"New","f",5,"2014",NA,"4.6 L","Gasoline","FL","SoA",NA,NA,NA,60,111126.191125064
"2026","2026","550",NA,"New","f",11,"2015","Black","4.6 L","Gasoline","TN","ESC",NA,NA,NA,1,112556.434747412
"2027","2027","63 AMG",NA,"New","f",9,"2015","White","5.5 L","Gasoline","CA","Pac","Premium","Alloy","20",81,165266.67349302
"2028","2028","550",NA,"Used","f",53922,"2008","Black","5.5 L","Gasoline","NY","Mid","Harman Kardon","Alloy",NA,59,32758.1495256039
"2029","2029","550",NA,"Used","f",36395,"2012","Black","4.6 L","Gasoline","CA","Pac","Premium","Alloy",NA,49,49033.2165401456
"2030","2030","500",NA,"Used","f",60299,"2001","White","5.0 L","Gasoline","NV","Mtn","Bose","Alloy",NA,18,14976.3169348821
"2031","2031","550",NA,"Used","t",43264,"2012","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,48273.3311876778
"2032","2032","550",NA,"New","f",6035,"2013","Silver","4.6 L","Gasoline","MI","ENC",NA,NA,NA,68,83548.0395287431
"2033","2033",NA,NA,"Used","f",161,"2013","Gray","3.0 L","Gasoline","MI","ENC","Premium","Premium",NA,53,87062.5729804958
"2034","2034","550",NA,"New","f",58,"2014","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,110444.911808593
"2035","2035","550",NA,"CPO","f",58980,"2010","Gray","5.5 L","Gasoline","VA","SoA","Harman Kardon","Alloy",NA,32,46510.695195998
"2036","2036","550",NA,"New","f",63,"2015","Black","4.6 L","Gasoline","TN","ESC",NA,NA,"19",15,113144.951888411
"2037","2037","550",NA,"New","f",8,"2015","Silver","4.7 L","Gasoline","GA","SoA",NA,NA,"19",12,132451.287863077
"2038","2038","550",NA,"New","f",7,"2015","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,112296.079603902
"2039","2039","350",NA,"CPO","t",16202,"2012","Silver","3.0 L","Diesel","NJ","Mid","Premium","Alloy",NA,64,56029.160607739
"2040","2040","550",NA,"New","f",9,"2014","White","4.6 L","Gasoline","CA","Pac",NA,"Alloy","18",52,111964.196990917
"2041","2041","63 AMG",NA,"New","f",20,"2015","Silver","5.5 L","Gasoline","FL","SoA",NA,NA,NA,1,163963.728729833
"2042","2042","550",NA,"CPO","f",27527,"2010","Silver","5.5 L","Gasoline","CA","Pac","Premium","Alloy",NA,66,50981.2819633053
"2043","2043","550",NA,"CPO","t",18247,"2012","Black","4.6 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,28,58619.756667992
"2044","2044","550",NA,"New","f",75,"2015","White","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,67,113983.997017916
"2045","2045","550",NA,"Used","f",93376,"2007","Black","5.5 L","Gasoline","NJ","Mid",NA,NA,NA,6,26290.9956046073
"2046","2046","55 AMG",NA,"Used","f",101078,"2006","Silver","5.4 L","Gasoline","TX","WSC","Premium","Alloy",NA,49,17956.0788987833
"2047","2047","550",NA,"New","f",10,"2015","Blue","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,59,112493.826884449
"2048","2048","550",NA,"Used","t",14536,"2013","Gray","4.6 L","Gasoline","PA","Mid","Harman Kardon","Alloy",NA,53,62049.2425490053
"2049","2049","550",NA,"Used","f",51497,"2007","Red","5.5 L","Gasoline","FL","SoA",NA,NA,NA,6,30422.9360853755
"2050","2050","430",NA,"Used","f",65474,"2006","Silver","4.3 L","Gasoline","HI","Pac",NA,"Alloy",NA,47,15964.9759980149
"2051","2051","550",NA,"New","f",12,"2014","Black","4.6 L","Gasoline","MO","WNC",NA,"Alloy","18",65,111014.599211257
"2052","2052","550",NA,"Used","f",81195,"2009","Silver","5.5 L","Gasoline","MA","New","Harman Kardon","Alloy",NA,109,30620.511205618
"2053","2053","63 AMG",NA,"New","f",21,"2015","Black","5.5 L","Gasoline","TX","WSC",NA,NA,NA,0,164399.083169649
"2054","2054","500",NA,"Used","f",57638,"2005","Black","5.0 L","Gasoline","FL","SoA",NA,NA,NA,53,17677.5821079933
"2055","2055","63 AMG",NA,"New","f",10,"2014","Black","5.5 L","Gasoline","WI","ENC",NA,NA,NA,55,157487.038949776
"2056","2056","550",NA,"Used","t",23981,"2013","White","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,56,60257.8951551178
"2057","2057","63 AMG",NA,"New","f",25,"2015","White","5.5 L","Gasoline","MA","New",NA,NA,"20",18,165084.425662393
"2058","2058","550",NA,"CPO","f",27168,"2013","Black","4.6 L","Gasoline","MO","WNC",NA,"Alloy",NA,78,63095.9406487017
"2059","2059","550",NA,"New","f",11,"2015","Black","4.6 L","Gasoline","SC","SoA","Premium","Alloy",NA,65,112521.051252069
"2060","2060","430",NA,"Used","f",85159,"2004","Gray","4.3 L","Gasoline","NY","Mid","Premium","Alloy",NA,59,13822.1613143692
"2061","2061","550",NA,"Used","f",22000,"2012","Black","4.6 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,66,52433.6439965906
"2062","2062","430",NA,"Used","f",119756,"2006","Silver","4.3 L","Gasoline","CA","Pac",NA,NA,NA,33,11816.1742746786
"2063","2063","550",NA,"Used","f",45704,"2008","Red","5.5 L","Gasoline","VA","SoA","Harman Kardon","Alloy",NA,48,33949.5569484976
"2064","2064","500",NA,"Used","f",134183,"2002","Black","5.0 L","Gasoline","IL","ENC","Bose","Alloy",NA,67,8880.88007330154
"2065","2065","430",NA,"Used","f",110742,"2002","White","4.3 L","Gasoline","NV","Mtn","Premium","Alloy",NA,57,10546.4535849187
"2066","2066","550",NA,"CPO","t",1080,"2013","Black","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,72,79512.6711528348
"2067","2067","550",NA,"New","f",12,"2015",NA,"4.6 L","Gasoline","OR","Pac",NA,NA,NA,1,112585.347696744
"2068","2068","550",NA,"New","f",12,"2015","White","4.6 L","Gasoline","GA","SoA","Harman Kardon","Alloy","18",66,113411.787937191
"2069","2069","550",NA,"New","f",7,"2015","White","4.6 L","Gasoline","MN","WNC","Premium","Alloy",NA,61,113247.270692476
"2070","2070","550",NA,"Used","t",39362,"2011","Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy","18",91,43611.1062061844
"2071","2071","550",NA,"New","f",3,"2015",NA,"4.6 L","Gasoline","CA","Pac",NA,NA,NA,69,112146.550154104
"2072","2072","550",NA,"CPO","f",17512,"2012","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,3,58695.8728226081
"2073","2073","550",NA,"CPO","f",5562,"2013","Black","4.6 L","Gasoline","IL","ENC","Premium","Alloy",NA,76,71079.8199645772
"2074","2074",NA,NA,"New","f",11,"2015","Black","4.7 L","Gasoline","CA","Pac","Premium","Alloy",NA,76,132188.894467838
"2075","2075","550",NA,"New","f",13,"2015",NA,NA,NA,"GA","SoA",NA,NA,NA,0,111209.111484236
"2076","2076","550",NA,"Used","f",74651,"2007","Silver","5.5 L","Gasoline","GA","SoA","Harman Kardon","Alloy",NA,28,27548.1382037571
"2077","2077","550",NA,"New","f",10,"2015","Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,60,112494.020756129
"2078","2078","550",NA,"Used","f",19505,"2012","Black","4.6 L","Gasoline","TX","WSC","Bang Olufsen","Alloy","18",55,56047.5487003489
"2079","2079","550",NA,"New","f",11,"2015","White","4.6 L","Gasoline","CA","Pac","Premium","Alloy","20",73,113389.659794857
"2080","2080","550",NA,"New","f",2,"2015","Silver","4.6 L","Gasoline","OH","ENC","Premium","Alloy",NA,54,111886.449876131
"2081","2081","550",NA,"Used","t",28260,"2011","Black","5.5 L","Gasoline","IL","ENC","Premium","Alloy",NA,72,46021.1173514126
"2082","2082","550",NA,"Used","f",84892,"2007","Black","5.5 L","Gasoline","VA","SoA",NA,"Alloy",NA,32,26716.7478188636
"2083","2083","550",NA,"CPO","f",21103,"2011","Black","5.5 L","Gasoline","FL","SoA",NA,"Alloy",NA,58,52645.3270454073
"2084","2084","550",NA,"New","f",11,"2015","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,48,112387.587158218
"2085","2085","550",NA,"CPO","t",29056,"2012","Black","4.6 L","Gasoline","IL","ENC","Premium","Alloy",NA,70,56100.1238957063
"2086","2086","550",NA,"New","f",5,"2014","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,111311.625539983
"2087","2087","550",NA,"CPO","t",30123,"2012","White","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,73,56987.6212185741
"2088","2088","430",NA,"Used","t",71407,"2006","Gray","4.3 L","Gasoline","CA","Pac","Bose","Alloy",NA,42,15731.1815017774
"2089","2089","500",NA,"Used","f",155926,"2006","Gray","5.0 L","Gasoline","CT","New","Premium","Alloy",NA,59,10332.2008260946
"2090","2090","550",NA,"New","f",14,"2015","Black","4.6 L","Gasoline","RI","New",NA,NA,NA,43,112653.191950751
"2091","2091","550",NA,"New","f",12,"2015","Silver","4.6 L","Gasoline","PA","Mid","Premium",NA,NA,77,112501.427239803
"2092","2092","320",NA,"Used","t",133387,"1996","Gray","3.2 L","Gasoline","TX","WSC","Premium","Alloy",NA,40,7599.05649814614
"2093","2093","65 AMG",NA,"Used","f",92682,"2007",NA,"6.0 L","Gasoline","FL","SoA",NA,NA,NA,0,49572.9412226163
"2094","2094","430",NA,"Used","f",98865,"2006","White","4.3 L","Gasoline","CA","Pac","Bose","Premium",NA,20,14182.097153231
"2095","2095","550",NA,"New","f",11,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,77,112579.688734532
"2096","2096","550",NA,"New","f",8,"2015","White","4.6 L","Gasoline","CA","Pac",NA,NA,"18",84,113338.726331281
"2097","2097","420",NA,"Used","f",119800,"1998",NA,"4.2 L","Gasoline","KS","WNC",NA,"Alloy",NA,16,9897.4031904489
"2098","2098","550",NA,"Used","t",30000,"2010","Silver","5.5 L","Gasoline","GA","SoA","Harman Kardon",NA,NA,50,44448.3220893082
"2099","2099","550",NA,"New","f",52,"2015","White","4.6 L","Gasoline","FL","SoA",NA,NA,"20",15,113756.046530834
"2100","2100","63 AMG",NA,"New","f",3402,"2014","Black","5.5 L","Gasoline","NC","SoA","Premium","Alloy",NA,50,152510.430527115
"2101","2101","550",NA,"New","f",7,"2014","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,13,111218.588079661
"2102","2102","550",NA,"New","f",6,"2015","Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy","19",70,112337.431606849
"2103","2103","430",NA,"Used","f",44404,"2000","Black","4.3 L","Gasoline","FL","SoA","Premium","Alloy","16",67,15630.5396605391
"2104","2104","600",NA,"CPO","t",24890,"2009","Black","5.5 L","Gasoline","VA","SoA","Harman Kardon","Alloy",NA,48,47662.903961503
"2105","2105","430",NA,"Used","f",103482,"2003","Gray","4.3 L","Gasoline","FL","SoA","Premium","Alloy",NA,54,11004.2285404787
"2106","2106","550",NA,"New","f",10,"2015","Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy","19",76,112310.487506883
"2107","2107","550",NA,"New","f",358,"2014","White","4.6 L","Gasoline","WV","SoA","Premium","Alloy",NA,66,110855.74703127
"2108","2108","500",NA,"Used","f",69800,"1997","Blue","5.0 L","Gasoline","FL","SoA",NA,"Alloy",NA,26,13873.8668261677
"2109","2109","550",NA,"Used","f",79768,"2007","Silver","5.5 L","Gasoline","FL","SoA","Premium",NA,NA,33,27130.6046587235
"2110","2110","550",NA,"New","f",11,"2015","Black","4.6 L",NA,"FL","SoA",NA,NA,NA,0,112366.865732286
"2111","2111","550",NA,"New","f",10,"2015","White","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,113388.453555479
"2112","2112","550",NA,"New","f",1,"2015","Silver","4.6 L","Gasoline","WV","SoA","Premium",NA,NA,77,111675.719354847
"2113","2113","63 AMG",NA,"New","f",22,"2015","White","5.5 L","Gasoline","CA","Pac",NA,NA,"20",10,165108.297469129
"2114","2114","550",NA,"Used","f",81844,"2008","Black","5.5 L","Gasoline","MI","ENC",NA,"Alloy",NA,55,29712.2912544644
"2115","2115","500",NA,"Used","f",67387,"2006",NA,"5.0 L","Gasoline","GA","SoA",NA,NA,NA,60,16717.3279306056
"2116","2116","550",NA,"Used","t",38005,"2011","Silver","5.5 L","Gasoline","FL","SoA",NA,NA,NA,7,43793.9075109865
"2117","2117","500",NA,"Used","f",119248,"2003","Black","5.0 L","Gasoline","CA","Pac",NA,NA,NA,0,11031.5308071045
"2118","2118","600",NA,"Used","f",62897,"2001","Black","5.8 L","Gasoline","CO","Mtn","Premium","Alloy",NA,61,16947.1444649105
"2119","2119","550",NA,"New","f",10,"2015","White","4.6 L","Gasoline","CT","New","Premium","Alloy",NA,67,113359.024268016
"2120","2120","550",NA,"Used","f",124846,"2007","Gray","5.5 L","Gasoline","CA","Pac",NA,"Alloy",NA,47,23917.8325588846
"2121","2121","550",NA,"Used","f",43406,"2010","Black","5.5 L","Gasoline","GA","SoA",NA,"Alloy",NA,27,41361.0676568246
"2122","2122","550",NA,"New","f",14,"2014","Black","4.6 L","Gasoline","FL","SoA","Premium",NA,NA,66,110839.998977482
"2123","2123","550",NA,"New","f",11,"2015","Green","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,67,112524.897752
"2124","2124","550",NA,"CPO","f",50784,"2009","Gray","5.5 L","Gasoline","PA","Mid",NA,"Alloy",NA,11,44051.8860861199
"2125","2125","550",NA,"Used","f",85477,"2009","Gray","5.5 L","Gasoline","NJ","Mid","Harman Kardon","Alloy",NA,73,30352.543884686
"2126","2126","550",NA,"New","f",11,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,66,112524.714368073
"2127","2127","550",NA,"CPO","t",20322,"2011","Silver","5.5 L","Gasoline","NY","Mid","Bang Olufsen",NA,NA,6,56240.9406549488
"2128","2128","550",NA,"Used","f",71549,"2007","Gray","5.5 L","Gasoline","MD","SoA","Premium","Alloy",NA,52,27965.1699428141
"2129","2129","550",NA,"CPO","f",3895,"2013","Black","4.6 L","Gasoline","TX","WSC",NA,NA,NA,3,73111.7380985544
"2130","2130","550",NA,"New","f",6,"2014","Blue","4.6 L","Gasoline","CA","Pac",NA,NA,NA,2,111261.21206523
"2131","2131","550",NA,"Used","f",67968,"2007","Black","5.5 L","Gasoline","CA","Pac",NA,"Alloy",NA,58,28356.1750811128
"2132","2132","550",NA,"Used","f",57266,"2009","Beige","5.5 L","Gasoline","MD","SoA",NA,NA,NA,40,33502.617899205
"2133","2133","550",NA,"New","f",12,"2015","Black","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,66,112551.703130805
"2134","2134","550",NA,"New","f",20,"2014","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,11,110821.128810814
"2135","2135","550",NA,"New","f",5,"2015","Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,68,112280.519930255
"2136","2136","550",NA,"CPO","f",15757,"2013","Black","4.6 L","Gasoline","GA","SoA","Premium","Alloy",NA,88,65824.0606929041
"2137","2137","550",NA,"Used","f",37806,"2009","Black","5.5 L","Gasoline","TX","WSC",NA,NA,NA,0,36540.3151158295
"2138","2138","55 AMG",NA,"Used","f",233000,"2005","Black","5.4 L","Gasoline","OH","ENC",NA,"Alloy",NA,20,11478.8858291838
"2139","2139","550",NA,"New","f",7,"2015","Black","4.6 L","Gasoline","SC","SoA","Premium","Alloy",NA,66,112381.697139061
"2140","2140","550",NA,"New","f",16,"2015","Silver","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,112383.654388714
"2141","2141","550",NA,"CPO","f",22630,"2011","Black","5.5 L","Gasoline","NJ","Mid",NA,"Alloy",NA,61,52424.6527683381
"2142","2142","63 AMG",NA,"New","f",6,"2015","Blue","5.5 L","Gasoline","MA","New","Premium","Alloy",NA,77,164497.243727349
"2143","2143","550",NA,"Used","f",76594,"2007","Black","5.5 L","Gasoline","AZ","Mtn","Premium",NA,NA,15,27732.7350622976
"2144","2144","550",NA,"Used","t",20588,"2011","White","5.5 L","Gasoline","FL","SoA",NA,"Alloy",NA,57,48991.0154929086
"2145","2145","430",NA,"Used","f",95981,"2001","Black","4.3 L","Gasoline","CA","Pac",NA,NA,NA,6,10343.4630028839
"2146","2146","550",NA,"New","f",5,"2014","Black","4.6 L","Gasoline","IL","ENC",NA,NA,NA,0,111311.625539983
"2147","2147","550",NA,"Used","t",43125,"2010","Silver","5.5 L","Gasoline","VA","SoA","Harman Kardon",NA,"19",40,41816.3249413454
"2148","2148","550",NA,"New","f",161,"2013",NA,"4.6 L","Gasoline","KY","ESC","Premium","Alloy","18",79,96378.6272825738
"2149","2149","550",NA,"Used","f",62591,"2010","Gray","5.5 L","Gasoline","CA","Pac","Harman Kardon","Alloy","18",76,38704.8114160438
"2150","2150","550",NA,"New","f",17,"2014",NA,"4.6 L","Gasoline","IN","ENC",NA,NA,NA,24,110973.241133276
"2151","2151","550",NA,"Used","f",24408,"2010","White","5.5 L","Gasoline","FL","SoA","Harman Kardon","Alloy",NA,68,46244.6471202779
"2152","2152","430",NA,"Used","f",94265,"2004","White","4.3 L","Gasoline","FL","SoA",NA,NA,NA,8,13997.8863526207
"2153","2153","550",NA,"CPO","t",25205,"2013","Black","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,72,63738.4293500394
"2154","2154","550",NA,"New","f",1,"2015","Blue","4.6 L","Gasoline","NY","Mid",NA,NA,"20",3,111761.829288061
"2155","2155","63 AMG",NA,"New","f",7,"2015","Black","5.5 L","Gasoline","CA","Pac",NA,NA,NA,8,164486.398865821
"2156","2156","430",NA,"Used","f",117316,"2004","Silver","4.3 L","Gasoline","NY","Mid","Premium","Alloy",NA,59,11376.6235941865
"2157","2157","550",NA,"Used","f",39009,"2008","White","5.5 L","Gasoline","NC","SoA","Premium","Premium",NA,50,36203.4308115526
"2158","2158","550",NA,"Used","f",51421,"2007","Black","5.5 L","Gasoline","NJ","Mid",NA,NA,NA,37,30632.5214440099
"2159","2159","550",NA,"New","f",11,"2014","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,93,111093.610314962
"2160","2160","550",NA,"Used","t",48526,"2007","Silver","5.5 L","Gasoline","OR","Pac",NA,"Alloy",NA,66,30990.5327131615
"2161","2161","550",NA,"New","f",10,"2015","Gray","4.6 L",NA,"GA","SoA",NA,NA,NA,2,119313.680341573
"2162","2162","550",NA,"Used","f",56470,"2007","White","5.5 L","Gasoline","CT","New",NA,"Alloy",NA,38,30572.6397090054
"2163","2163","430",NA,"Used","f",82402,"2004","White","4.3 L","Gasoline","FL","SoA",NA,NA,NA,10,14976.875244405
"2164","2164","550",NA,"CPO","f",21408,"2012",NA,"4.6 L","Gasoline","CA","Pac",NA,NA,NA,43,57714.2901438622
"2165","2165","550",NA,"New","f",41,"2015","Blue","4.6 L","Gasoline","CA","Pac","Premium","Alloy",NA,66,112932.804551811
"2166","2166","550",NA,"New","f",25,"2014","White","4.6 L","Gasoline","CO","Mtn",NA,NA,"20",15,111730.291509146
"2167","2167","550",NA,"New","f",5,"2015","Silver","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,71,112173.883660758
"2168","2168","550",NA,"Used","f",83700,"2009","White","5.5 L","Gasoline","TX","WSC",NA,NA,NA,38,31620.2454496449
"2169","2169","550",NA,"Used","f",37523,"2011","Gray","5.5 L","Gasoline","NJ","Mid",NA,NA,NA,56,43916.6528652741
"2170","2170","420",NA,"Used","f",133430,"1994","Black","4.2 L","Gasoline","VA","SoA",NA,"Alloy",NA,11,6834.02017172111
"2171","2171","550",NA,"Used","t",31000,"2011","Black","5.5 L","Gasoline","MI","ENC","Harman Kardon",NA,NA,86,45576.7529729768
"2172","2172","63 AMG",NA,"Used","f",43917,"2008","White","6.3 L","Gasoline","MD","SoA","Premium","Alloy",NA,64,48226.7146032148
"2173","2173","350",NA,"Used","f",27867,"2012","Silver","3.0 L","Diesel","TX","WSC","Harman Kardon","Alloy",NA,60,46122.1259179907
"2174","2174","550",NA,"CPO","f",3298,"2011","Black","5.5 L","Gasoline","TX","WSC",NA,NA,NA,9,64133.3796912882
"2175","2175","550",NA,"New","f",12,"2015","Silver","4.6 L","Gasoline","FL","SoA","Premium",NA,NA,85,112316.05257371
"2176","2176","63 AMG",NA,"New","f",12,"2015","Black","5.5 L","Gasoline","CA","Pac",NA,"Alloy","20",63,164332.449799242
"2177","2177","430",NA,"Used","f",51752,"2005","Silver","4.3 L","Gasoline","NJ","Mid",NA,"Alloy",NA,45,17681.716887806
"2178","2178","550",NA,"Used","f",113495,"2008","Black","5.5 L","Gasoline","MD","SoA","Premium","Alloy",NA,29,27308.921074345
"2179","2179","550",NA,"New","f",56,"2014",NA,"4.6 L","Gasoline","NY","Mid",NA,NA,"19",23,110643.604651999
"2180","2180","550",NA,"New","f",10,"2015","White","4.6 L","Gasoline","GA","SoA","Harman Kardon","Alloy","18",67,113355.684185537
"2181","2181","550",NA,"New","f",7,"2015","Black","4.6 L","Gasoline","AL","ESC",NA,"Alloy",NA,36,112378.167091788
"2182","2182","430",NA,"Used","f",131440,"2002","White","4.3 L","Gasoline","CA","Pac",NA,NA,NA,5,9556.36960177887
"2183","2183","550",NA,"New","f",7,"2014","Blue","4.6 L","Gasoline","NY","Mid",NA,NA,NA,1,111218.588079661
"2184","2184","550",NA,"New","f",6,"2014","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,111075.513178418
"2185","2185","550",NA,"CPO","t",38951,"2012","Black","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy","19",82,54512.8195785132
"2186","2186","550",NA,"Used","f",32734,"2007","Black","5.5 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,17,33689.2661185503
"2187","2187","600",NA,"Used","f",107575,"2002","Black","5.8 L","Gasoline","NJ","Mid",NA,NA,NA,1,13923.047153153
"2188","2188","550",NA,"New","f",787,"2015","Black","4.6 L","Gasoline","MO","WNC",NA,"Alloy",NA,77,113851.212175963
"2189","2189","65 AMG",NA,"New","f",14,"2015","Black",NA,NA,"FL","SoA",NA,NA,NA,45,179366.488512683
